0 0 0 11.6319 19.5355
0 0 2666.67 11.7082 19.8332
0 0 5333.33 -16.891 16.8689
0 0 8000 -17.5237 27.5196
0 0 10666.7 -11.3132 30.5499
0 0 13333.3 -0.700574 17.9725
0 0 16000 4.87619 17.1411
0 0 18666.7 2.67546 9.42541
0 0 21333.3 4.00819 14.1258
0 0 24000 -4.1802 40.6756
0 0 26666.7 -5.52543 35.76
0 0 29333.3 -11.6783 15.8153
0 0 32000 -20.2541 12.8103
0 0 34666.7 -25.5038 14.9261
0 0 37333.3 -17.2499 27.7445
0 0 40000 -5.51453 28.3683
0 2666.67 0 -2.557 17.3611
0 2666.67 2666.67 -13.8327 32.2496
0 2666.67 5333.33 -24.5818 30.0989
0 2666.67 8000 -23.527 3.22163
0 2666.67 10666.7 -13.0758 8.59747
0 2666.67 13333.3 -19.7515 24.2698
0 2666.67 16000 -17.1461 16.6717
0 2666.67 18666.7 -3.30426 15.9736
0 2666.67 21333.3 -13.9767 17.1089
0 2666.67 24000 -13.7513 25.7457
0 2666.67 26666.7 -11.2934 22.6157
0 2666.67 29333.3 -13.1263 20.7519
0 2666.67 32000 -20.8567 26.9377
0 2666.67 34666.7 -27.455 7.7851
0 2666.67 37333.3 -18.4851 4.02278
0 2666.67 40000 -7.22451 13.4171
0 5333.33 0 7.27863 1.98717
0 5333.33 2666.67 7.19018 -2.432
0 5333.33 5333.33 2.5755 1.09299
0 5333.33 8000 8.22702 4.98063
0 5333.33 10666.7 10.6678 15.4985
0 5333.33 13333.3 0.507339 25.8647
0 5333.33 16000 -20.1542 33.1328
0 5333.33 18666.7 -34.6079 19.2052
0 5333.33 21333.3 -33.6446 16.5868
0 5333.33 24000 -27.8667 21.2376
0 5333.33 26666.7 -22.5835 20.9397
0 5333.33 29333.3 -33.0257 30.251
0 5333.33 32000 -39.2223 39.0741
0 5333.33 34666.7 -17.5109 39.2237
0 5333.33 37333.3 3.8967 9.57534
0 5333.33 40000 5.90075 -0.443461
0 8000 0 9.73525 0.456406
0 8000 2666.67 14.3569 -3.1135
0 8000 5333.33 12.3019 6.12982
0 8000 8000 0.0255797 24.0368
0 8000 10666.7 -13.1234 22.302
0 8000 13333.3 -2.23081 16.097
0 8000 16000 -9.78828 21.4673
0 8000 18666.7 -19.3149 32.7372
0 8000 21333.3 -12.4695 16.7671
0 8000 24000 -3.55445 -8.3058
0 8000 26666.7 -3.19272 16.1528
0 8000 29333.3 -16.05 25.3417
0 8000 32000 -20.6515 11.1352
0 8000 34666.7 -11.7146 19.4693
0 8000 37333.3 -6.73475 27.7137
0 8000 40000 -5.4407 15.8617
0 10666.7 0 6.83317 -2.75791
0 10666.7 2666.67 -5.28336 6.22955
0 10666.7 5333.33 -4.7869 14.8162
0 10666.7 8000 -9.70671 26.4339
0 10666.7 10666.7 -5.91743 27.7278
0 10666.7 13333.3 -2.51679 30.1904
0 10666.7 16000 -7.35031 36.0161
0 10666.7 18666.7 -0.430373 20.5006
0 10666.7 21333.3 2.05199 3.31948
0 10666.7 24000 4.78637 3.34776
0 10666.7 26666.7 -6.23697 8.38904
0 10666.7 29333.3 -6.21665 9.56387
0 10666.7 32000 -12.9299 4.46317
0 10666.7 34666.7 -19.4478 5.01161
0 10666.7 37333.3 -15.2725 13.6823
0 10666.7 40000 -4.79357 4.37856
0 13333.3 0 -12.544 -1.41847
0 13333.3 2666.67 -13.7856 -6.1237
0 13333.3 5333.33 -9.36397 -8.12005
0 13333.3 8000 -0.631457 5.31465
0 13333.3 10666.7 1.72247 40.9637
0 13333.3 13333.3 -7.32165 45.926
0 13333.3 16000 -14.4757 26.9198
0 13333.3 18666.7 0.051309 5.59404
0 13333.3 21333.3 11.6763 -2.81587
0 13333.3 24000 11.1531 9.05957
0 13333.3 26666.7 9.3355 -10.0067
0 13333.3 29333.3 6.1056 -24.4907
0 13333.3 32000 -9.86403 -11.1378
0 13333.3 34666.7 -29.5928 -0.0157277
0 13333.3 37333.3 -30.7015 -7.20454
0 13333.3 40000 -20.1935 -8.08401
0 16000 0 -18.3738 -3.13394
0 16000 2666.67 -8.56573 -12.2111
0 16000 5333.33 3.76457 -6.7818
0 16000 8000 -11.2059 -2.03891
0 16000 10666.7 -21.0622 8.43599
0 16000 13333.3 -39.143 8.45729
0 16000 16000 -27.3303 -10.3852
0 16000 18666.7 -9.46012 0.163452
0 16000 21333.3 -13.0474 5.61281
0 16000 24000 1.16677 -17.5068
0 16000 26666.7 2.34192 -32.9
0 16000 29333.3 -8.25474 -29.5398
0 16000 32000 -13.1435 -25.7781
0 16000 34666.7 -23.5523 -28.6219
0 16000 37333.3 -30.4964 -23.0085
0 16000 40000 -18.3322 -6.64107
0 18666.7 0 -12.3428 7.55281
