0 0 0 0
0 0 0.00015708 0.00015708
0 0 0.000314159 0.000314159
0 0 0.000471239 0.000471239
0 0 0.000628319 0.000628319
0 0 0.000785398 0.000785398
0 0 0.000942478 0.000942478
0 0 0.00109956 0.00109956
0 0.00015708 0 0.00015708
0 0.00015708 0.00015708 0.000222144
0 0.00015708 0.000314159 0.000351241
0 0.00015708 0.000471239 0.000496729
0 0.00015708 0.000628319 0.000647656
0 0.00015708 0.000785398 0.000800952
0 0.00015708 0.000942478 0.000955478
0 0.00015708 0.00109956 0.00111072
0 0.000314159 0 0.000314159
0 0.000314159 0.00015708 0.000351241
0 0.000314159 0.000314159 0.000444288
0 0.000314159 0.000471239 0.000566359
0 0.000314159 0.000628319 0.000702481
0 0.000314159 0.000785398 0.0008459
0 0.000314159 0.000942478 0.000993459
0 0.000314159 0.00109956 0.00114356
0 0.000471239 0 0.000471239
0 0.000471239 0.00015708 0.000496729
0 0.000471239 0.000314159 0.000566359
0 0.000471239 0.000471239 0.000666432
0 0.000471239 0.000628319 0.000785398
0 0.000471239 0.000785398 0.000915924
0 0.000471239 0.000942478 0.00105372
0 0.000471239 0.00109956 0.00119628
0 0.000628319 0 0.000628319
0 0.000628319 0.00015708 0.000647656
0 0.000628319 0.000314159 0.000702481
0 0.000628319 0.000471239 0.000785398
0 0.000628319 0.000628319 0.000888577
0 0.000628319 0.000785398 0.0010058
0 0.000628319 0.000942478 0.00113272
0 0.000628319 0.00109956 0.00126642
0 0.000785398 0 0.000785398
0 0.000785398 0.00015708 0.000800952
0 0.000785398 0.000314159 0.0008459
0 0.000785398 0.000471239 0.000915924
0 0.000785398 0.000628319 0.0010058
0 0.000785398 0.000785398 0.00111072
0 0.000785398 0.000942478 0.00122683
0 0.000785398 0.00109956 0.00135125
0 0.000942478 0 0.000942478
0 0.000942478 0.00015708 0.000955478
0 0.000942478 0.000314159 0.000993459
0 0.000942478 0.000471239 0.00105372
0 0.000942478 0.000628319 0.00113272
0 0.000942478 0.000785398 0.00122683
0 0.000942478 0.000942478 0.00133286
0 0.000942478 0.00109956 0.0014482
0 0.00109956 0 0.00109956
0 0.00109956 0.00015708 0.00111072
0 0.00109956 0.000314159 0.00114356
0 0.00109956 0.000471239 0.00119628
0 0.00109956 0.000628319 0.00126642
0 0.00109956 0.000785398 0.00135125
0 0.00109956 0.000942478 0.0014482
