1.77652e-06 -1.38467e-06
1.72313e-06 -1.18149e-06
1.03879e-06 -8.8977e-07
2.60489e-07 -7.876e-07
-2.35472e-07 -1.61867e-07
5.42983e-08 5.97885e-07
3.92771e-07 -1.73097e-07
9.3468e-07 -1.23819e-06
1.03698e-06 -1.57672e-06
1.88539e-06 -1.82153e-06
1.59208e-06 -2.00971e-06
5.0161e-07 -1.7364e-06
-1.04791e-06 -6.43972e-07
-1.14764e-06 -1.02287e-07
-2.5296e-07 -7.68168e-07
8.88277e-08 -1.33835e-06
-5.90517e-08 -8.67875e-08
6.42433e-07 -8.73375e-07
3.21815e-07 -7.55217e-07
1.56254e-08 3.01342e-07
2.64325e-07 1.11734e-06
4.12327e-07 8.02685e-07
-2.81153e-08 5.92307e-07
-5.71413e-07 6.36988e-07
2.22391e-06 1.77688e-07
1.44593e-06 4.37738e-08
2.24498e-07 6.11129e-07
-3.84034e-07 6.94989e-07
6.25731e-07 3.6881e-07
1.52297e-06 4.96959e-07
1.34778e-06 3.38961e-07
1.83705e-06 2.60867e-07
2.05483e-06 8.9697e-07
1.6431e-06 1.20913e-06
8.10405e-07 6.39686e-07
1.51893e-07 -3.76853e-07
2.92641e-07 -1.05805e-06
1.00253e-06 -2.92194e-07
1.26063e-06 3.80339e-07
1.62099e-06 3.18868e-07
-4.61027e-07 1.22159e-06
2.79894e-07 2.0363e-06
5.37689e-07 1.5521e-06
6.81539e-07 9.07286e-07
5.30755e-07 -7.14414e-08
5.76542e-07 -6.02396e-07
2.49362e-07 -1.72509e-08
-6.81194e-07 3.43811e-07
1.36482e-07 5.74492e-07
1.19655e-06 8.45739e-07
1.38944e-06 1.0053e-06
9.92957e-07 8.63104e-07
6.64461e-07 1.02569e-07
8.08956e-07 -1.10838e-06
7.79972e-07 -7.99545e-07
-2.81068e-08 2.82348e-07
1.10892e-06 1.77452e-07
1.594e-06 -2.5854e-07
1.20618e-06 -1.53528e-07
6.2185e-07 1.34113e-07
8.77382e-07 3.46597e-07
1.32624e-06 2.0772e-07
1.06108e-06 4.46462e-07
7.11467e-07 7.33689e-07
1.14103e-06 -3.17226e-06
-2.52071e-07 -2.76762e-06
-1.03198e-06 -1.6079e-06
-1.6921e-07 -2.42257e-07
1.11303e-06 3.66518e-07
1.68674e-06 9.89319e-08
2.05048e-06 -1.21409e-06
2.0071e-06 -2.71678e-06
1.35145e-06 -2.15718e-06
1.39709e-06 -1.84288e-06
1.02608e-06 -6.49863e-07
9.30598e-07 4.99658e-07
5.18438e-07 7.78018e-07
2.14798e-07 -3.25156e-07
1.0145e-06 -1.39738e-06
1.36798e-06 -1.75802e-06
7.60377e-07 1.25337e-07
7.69339e-07 9.63604e-07
6.78836e-07 2.19383e-06
8.5257e-07 1.9422e-06
1.41358e-06 1.54767e-06
1.23924e-06 8.42675e-07
9.39484e-07 4.1592e-07
9.31122e-07 5.34278e-07
1.93011e-06 1.12749e-06
5.79194e-07 2.15707e-06
-7.21555e-09 2.66517e-06
-6.71629e-08 1.99827e-06
9.53975e-07 9.2834e-07
1.8784e-06 9.07564e-07
