0 0 0 11.6319 -19.5355
0 0 0.00015708 11.7082 -19.8332
0 0 0.000314159 -16.891 -16.8689
0 0 0.000471239 -17.5237 -27.5196
0 0 0.000628319 -11.3132 -30.5499
0 0 0.000785398 -0.700574 -17.9725
0 0 0.000942478 4.87619 -17.1411
0 0 0.00109956 2.67546 -9.42541
0 0 -0.00125664 4.00819 -14.1258
0 0 -0.00109956 -4.1802 -40.6756
0 0 -0.000942478 -5.52543 -35.76
0 0 -0.000785398 -11.6783 -15.8153
0 0 -0.000628319 -20.2541 -12.8103
0 0 -0.000471239 -25.5038 -14.9261
0 0 -0.000314159 -17.2499 -27.7445
0 0 -0.00015708 -5.51453 -28.3683
0 0.00015708 0 -2.557 -17.3611
0 0.00015708 0.00015708 -13.8327 -32.2496
0 0.00015708 0.000314159 -24.5818 -30.0989
0 0.00015708 0.000471239 -23.527 -3.22163
0 0.00015708 0.000628319 -13.0758 -8.59747
0 0.00015708 0.000785398 -19.7515 -24.2698
0 0.00015708 0.000942478 -17.1461 -16.6717
0 0.00015708 0.00109956 -3.30426 -15.9736
0 0.00015708 -0.00125664 -13.9767 -17.1089
0 0.00015708 -0.00109956 -13.7513 -25.7457
0 0.00015708 -0.000942478 -11.2934 -22.6157
0 0.00015708 -0.000785398 -13.1263 -20.7519
0 0.00015708 -0.000628319 -20.8567 -26.9377
0 0.00015708 -0.000471239 -27.455 -7.7851
0 0.00015708 -0.000314159 -18.4851 -4.02278
0 0.00015708 -0.00015708 -7.22451 -13.4171
0 0.000314159 0 7.27863 -1.98717
0 0.000314159 0.00015708 7.19018 2.432
0 0.000314159 0.000314159 2.5755 -1.09299
0 0.000314159 0.000471239 8.22702 -4.98063
0 0.000314159 0.000628319 10.6678 -15.4985
0 0.000314159 0.000785398 0.507339 -25.8647
0 0.000314159 0.000942478 -20.1542 -33.1328
0 0.000314159 0.00109956 -34.6079 -19.2052
0 0.000314159 -0.00125664 -33.6446 -16.5868
0 0.000314159 -0.00109956 -27.8667 -21.2376
0 0.000314159 -0.000942478 -22.5835 -20.9397
0 0.000314159 -0.000785398 -33.0257 -30.251
0 0.000314159 -0.000628319 -39.2223 -39.0741
0 0.000314159 -0.000471239 -17.5109 -39.2237
0 0.000314159 -0.000314159 3.8967 -9.57534
0 0.000314159 -0.00015708 5.90075 0.443461
0 0.000471239 0 9.73525 -0.456406
0 0.000471239 0.00015708 14.3569 3.1135
0 0.000471239 0.000314159 12.3019 -6.12982
0 0.000471239 0.000471239 0.0255797 -24.0368
0 0.000471239 0.000628319 -13.1234 -22.302
0 0.000471239 0.000785398 -2.23081 -16.097
0 0.000471239 0.000942478 -9.78828 -21.4673
0 0.000471239 0.00109956 -19.3149 -32.7372
0 0.000471239 -0.00125664 -12.4695 -16.7671
0 0.000471239 -0.00109956 -3.55445 8.3058
0 0.000471239 -0.000942478 -3.19272 -16.1528
0 0.000471239 -0.000785398 -16.05 -25.3417
0 0.000471239 -0.000628319 -20.6515 -11.1352
0 0.000471239 -0.000471239 -11.7146 -19.4693
0 0.000471239 -0.000314159 -6.73475 -27.7137
0 0.000471239 -0.00015708 -5.4407 -15.8617
0 0.000628319 0 6.83317 2.75791
0 0.000628319 0.00015708 -5.28336 -6.22955
0 0.000628319 0.000314159 -4.7869 -14.8162
0 0.000628319 0.000471239 -9.70671 -26.4339
0 0.000628319 0.000628319 -5.91743 -27.7278
0 0.000628319 0.000785398 -2.51679 -30.1904
0 0.000628319 0.000942478 -7.35031 -36.0161
0 0.000628319 0.00109956 -0.430373 -20.5006
0 0.000628319 -0.00125664 2.05199 -3.31948
0 0.000628319 -0.00109956 4.78637 -3.34776
0 0.000628319 -0.000942478 -6.23697 -8.38904
0 0.000628319 -0.000785398 -6.21665 -9.56387
0 0.000628319 -0.000628319 -12.9299 -4.46317
0 0.000628319 -0.000471239 -19.4478 -5.01161
